x	y	clickSelects	showSelected1
17.6	-1.88333333333334	1996.24863387978	17-1
21.9	1.71666666666667	1996.24863387978	17-10
20.1	1.9	1996.24863387978	17-11
18.1	-0.166666666666668	1996.24863387978	17-12
25.6	0.716666666666669	1996.24863387978	17-13
27	0.783333333333349	1996.24863387978	17-14
26.1	-0.133333333333344	1996.24863387978	17-15
26.1	-0.433333333333337	1996.24863387978	17-16
25.6	-0.833333333333343	1996.24863387978	17-17
24.7	-1.21666666666666	1996.24863387978	17-18
23.8	-1.2166666666667	1996.24863387978	17-19
18.6	-1.83333333333334	1996.24863387978	17-2
22.9	-0.550000000000001	1996.24863387978	17-20
21.5	-0.366666666666657	1996.24863387978	17-21
20.5	-0.799999999999994	1996.24863387978	17-22
20.1	-0.533333333333342	1996.24863387978	17-23
20.5	-0.733333333333331	1996.24863387978	17-24
20.5	-1.04999999999999	1996.24863387978	17-3
10.1	-1.78333333333334	1996.24863387978	17-4
19.1	-0.0833333333333322	1996.24863387978	17-5
21.5	0.733333333333349	1996.24863387978	17-6
21.9	0.283333333333331	1996.24863387978	17-7
22.4	0.850000000000005	1996.24863387978	17-8
23.4	2.31666666666666	1996.24863387978	17-9
18.6	-1.70000000000002	1996.24863387978	18-1
22.9	2.68333333333334	1996.24863387978	18-10
25.2	2.86666666666667	1996.24863387978	18-11
22.4	0.699999999999989	1996.24863387978	18-12
22.4	0.849999999999994	1996.24863387978	18-13
27.4	1.18333333333333	1996.24863387978	18-14
26.1	-0.216666666666679	1996.24863387978	18-15
25.6	-0.766666666666669	1996.24863387978	18-16
23.8	-1.08333333333334	1996.24863387978	18-17
24.3	-0.950000000000017	1996.24863387978	18-18
23.8	-0.700000000000006	1996.24863387978	18-19
19.6	-0.933333333333337	1996.24863387978	18-2
22.9	-0.299999999999994	1996.24863387978	18-20
21.9	0.116666666666656	1996.24863387978	18-21
20.1	-0.216666666666679	1996.24863387978	18-22
18.6	0.166666666666668	1996.24863387978	18-23
19.6	-0.200000000000006	1996.24863387978	18-24
15.7	-2.81666666666666	1996.24863387978	18-3
10.6	-1.88333333333335	1996.24863387978	18-4
21.9	0.449999999999989	1996.24863387978	18-5
21.9	0.73333333333332	1996.24863387978	18-6
20.1	-0.666666666666675	1996.24863387978	18-7
21.9	0.600000000000005	1996.24863387978	18-8
22.4	1.24999999999999	1996.24863387978	18-9
16.2	-1.99999999999999	1996.24863387978	19-1
23.8	2.88333333333331	1996.24863387978	19-10
23.8	1.86666666666665	1996.24863387978	19-11
31.4	4.09999999999999	1996.24863387978	19-12
26.1	1.83333333333333	1996.24863387978	19-13
25.6	0.5	1996.24863387978	19-14
25.6	-0.916666666666668	1996.24863387978	19-15
26.5	0.050000000000022	1996.24863387978	19-16
24.7	-0.983333333333331	1996.24863387978	19-17
24.7	-0.616666666666664	1996.24863387978	19-18
23.8	-0.700000000000006	1996.24863387978	19-19
14.2	-1.74999999999999	1996.24863387978	19-2
23.4	0.266666666666669	1996.24863387978	19-20
21.9	0.116666666666656	1996.24863387978	19-21
19.6	-0.150000000000006	1996.24863387978	19-22
17.6	-0.433333333333337	1996.24863387978	19-23
19.6	-0.200000000000006	1996.24863387978	19-24
10.6	-1.03333333333334	1996.24863387978	19-3
20.5	-0.483333333333331	1996.24863387978	19-4
22.4	0.549999999999994	1996.24863387978	19-5
21	-0.0999999999999837	1996.24863387978	19-6
21	0.166666666666686	1996.24863387978	19-7
21.9	0.75	1996.24863387978	19-8
22.9	1.43333333333334	1996.24863387978	19-9
23.4	-0.800000000000001	1996.24863387978	2-1
25.6	-0.566666666666674	1996.24863387978	2-10
28.3	1.11666666666666	1996.24863387978	2-11
28.3	0.366666666666635	1996.24863387978	2-12
28.8	0.46666666666664	1996.24863387978	2-13
28.8	0.899999999999977	1996.24863387978	2-14
27	0.250000000000018	1996.24863387978	2-15
25.6	0.0666666666666522	1996.24863387978	2-16
24.7	0.433333333333348	1996.24863387978	2-17
22.4	-0.25	1996.24863387978	2-18
23.8	-0.150000000000016	1996.24863387978	2-19
23.8	-0.633333333333354	1996.24863387978	2-2
24.7	-0.333333333333314	1996.24863387978	2-20
27.4	0.950000000000006	1996.24863387978	2-21
26.5	1.10000000000002	1996.24863387978	2-22
26.1	1.68333333333333	1996.24863387978	2-23
17.1	1.26666666666665	1996.24863387978	2-24
23.8	-0.483333333333349	1996.24863387978	2-3
24.7	-0.383333333333315	1996.24863387978	2-4
25.6	-0.316666666666681	1996.24863387978	2-5
26.1	-0.366666666666685	1996.24863387978	2-6
26.5	-0.666666666666647	1996.24863387978	2-7
26.5	-0.299999999999994	1996.24863387978	2-8
25.6	-0.633333333333344	1996.24863387978	2-9
15.7	0.766666666666671	1996.24863387978	20-1
22.9	1.81666666666665	1996.24863387978	20-10
22.4	0.933333333333326	1996.24863387978	20-11
27.4	1.71666666666667	1996.24863387978	20-12
31.8	2.18333333333332	1996.24863387978	20-13
25.2	-0.883333333333326	1996.24863387978	20-14
25.2	-1.24999999999998	1996.24863387978	20-15
25.2	-0.949999999999989	1996.24863387978	20-16
24.7	-0.983333333333331	1996.24863387978	20-17
24.7	-0.399999999999988	1996.24863387978	20-18
23.8	-0.616666666666674	1996.24863387978	20-19
14.2	-1.74999999999999	1996.24863387978	20-2
22.9	-0.0666666666666629	1996.24863387978	20-20
21.5	0.183333333333348	1996.24863387978	20-21
19.1	-0.233333333333338	1996.24863387978	20-22
17.6	-0.433333333333337	1996.24863387978	20-23
18.6	-0.150000000000006	1996.24863387978	20-24
18.6	-0.900000000000006	1996.24863387978	20-3
24.3	0.183333333333319	1996.24863387978	20-4
22.4	0.316666666666663	1996.24863387978	20-5
21.9	0.433333333333326	1996.24863387978	20-6
21.5	0.0166666666666799	1996.24863387978	20-7
21.9	0.349999999999994	1996.24863387978	20-8
22.4	0.766666666666662	1996.24863387978	20-9
22.4	1.75	1996.24863387978	21-1
21.9	0.583333333333325	1996.24863387978	21-10
19.1	-0.316666666666674	1996.24863387978	21-11
21.9	-0.266666666666669	1996.24863387978	21-12
30.5	1.33333333333335	1996.24863387978	21-13
25.2	-0.799999999999983	1996.24863387978	21-14
25.6	-1	1996.24863387978	21-15
25.6	-0.533333333333342	1996.24863387978	21-16
25.2	-0.516666666666669	1996.24863387978	21-17
25.2	0.100000000000012	1996.24863387978	21-18
24.3	0.149999999999977	1996.24863387978	21-19
18.1	-0.583333333333343	1996.24863387978	21-2
23.4	0.433333333333337	1996.24863387978	21-20
21	1.77635683940025e-14	1996.24863387978	21-21
19.6	0.183333333333326	1996.24863387978	21-22
17.1	-0.766666666666669	1996.24863387978	21-23
18.1	-0.0666666666666735	1996.24863387978	21-24
22.9	0.0833333333333322	1996.24863387978	21-3
23.8	0.516666666666652	1996.24863387978	21-4
22.4	0.216666666666658	1996.24863387978	21-5
22.9	1.03333333333333	1996.24863387978	21-6
21.9	0.266666666666669	1996.24863387978	21-7
22.4	0.699999999999999	1996.24863387978	21-8
22.4	0.699999999999999	1996.24863387978	21-9
27.4	2.61666666666666	1996.24863387978	22-1
24.3	1.56666666666665	1996.24863387978	22-10
25.6	1.13333333333333	1996.24863387978	22-11
22.4	1.01666666666667	1996.24863387978	22-12
27	1.68333333333335	1996.24863387978	22-13
25.6	-0.616666666666674	1996.24863387978	22-14
26.1	-0.283333333333342	1996.24863387978	22-15
26.1	0.0166666666666515	1996.24863387978	22-16
25.6	-0.116666666666685	1996.24863387978	22-17
24.7	-0.249999999999982	1996.24863387978	22-18
23.8	-0.250000000000018	1996.24863387978	22-19
25.2	2.01666666666667	1996.24863387978	22-2
22.9	0.266666666666669	1996.24863387978	22-20
21.5	0.650000000000006	1996.24863387978	22-21
19.1	-0.0666666666666735	1996.24863387978	22-22
17.1	-0.516666666666669	1996.24863387978	22-23
15.7	-1.86666666666666	1996.24863387978	22-24
23.8	0.833333333333314	1996.24863387978	22-3
22.4	0.216666666666658	1996.24863387978	22-4
22.4	0.549999999999994	1996.24863387978	22-5
22.9	1.01666666666666	1996.24863387978	22-6
23.4	1.68333333333333	1996.24863387978	22-7
22.4	0.383333333333326	1996.24863387978	22-8
22.9	0.933333333333326	1996.24863387978	22-9
26.1	0.933333333333326	1996.24863387978	23-1
21.9	1.06666666666666	1996.24863387978	23-10
24.7	1.50000000000001	1996.24863387978	23-11
21.9	0.366666666666657	1996.24863387978	23-12
24.3	-0.583333333333354	1996.24863387978	23-13
25.6	-0.616666666666674	1996.24863387978	23-14
25.6	-0.616666666666674	1996.24863387978	23-15
26.1	0.0999999999999837	1996.24863387978	23-16
25.6	-0.116666666666685	1996.24863387978	23-17
24.7	-0.249999999999989	1996.24863387978	23-18
24.3	0.316666666666652	1996.24863387978	23-19
26.1	1.95	1996.24863387978	23-2
22.9	0.266666666666669	1996.24863387978	23-20
21.5	0.666666666666675	1996.24863387978	23-21
19.1	-0.0666666666666735	1996.24863387978	23-22
17.1	-0.600000000000005	1996.24863387978	23-23
16.2	-0.933333333333319	1996.24863387978	23-24
25.2	0.633333333333344	1996.24863387978	23-3
24.7	1.30000000000001	1996.24863387978	23-4
22.4	0.549999999999994	1996.24863387978	23-5
22.9	0.966666666666658	1996.24863387978	23-6
21	-0.316666666666652	1996.24863387978	23-7
23.4	1.28333333333333	1996.24863387978	23-8
21.9	0.416666666666668	1996.24863387978	23-9
24.7	0.283333333333342	1996.24863387978	24-1
21	0.550000000000022	1996.24863387978	24-10
21.5	0.866666666666685	1996.24863387978	24-11
24.3	0.183333333333319	1996.24863387978	24-12
25.6	-0.916666666666675	1996.24863387978	24-13
25.6	-0.916666666666675	1996.24863387978	24-14
25.6	-0.316666666666674	1996.24863387978	24-15
25.6	-0.250000000000011	1996.24863387978	24-16
25.6	-0.100000000000012	1996.24863387978	24-17
25.2	0.466666666666686	1996.24863387978	24-18
24.7	1.05000000000001	1996.24863387978	24-19
27	0.616666666666685	1996.24863387978	24-2
23.4	1.04999999999999	1996.24863387978	24-20
21.5	0.583333333333343	1996.24863387978	24-21
20.1	1	1996.24863387978	24-22
17.6	-0.183333333333337	1996.24863387978	24-23
16.2	-0.933333333333319	1996.24863387978	24-24
27.9	2.11666666666666	1996.24863387978	24-3
25.6	1.81666666666665	1996.24863387978	24-4
22.4	-0.0166666666666693	1996.24863387978	24-5
21.5	0.166666666666686	1996.24863387978	24-6
21.5	0.333333333333353	1996.24863387978	24-7
22.4	0.833333333333332	1996.24863387978	24-8
21.9	0.283333333333321	1996.24863387978	24-9
22.9	-0.899999999999995	1996.24863387978	3-1
25.6	-0.550000000000001	1996.24863387978	3-10
29.7	1.98333333333334	1996.24863387978	3-11
27.9	-0.566666666666674	1996.24863387978	3-12
28.3	-0.366666666666685	1996.24863387978	3-13
28.8	0.616666666666646	1996.24863387978	3-14
27.9	0.466666666666658	1996.24863387978	3-15
26.1	-0.366666666666674	1996.24863387978	3-16
24.7	0.0666666666666806	1996.24863387978	3-17
23.8	0.316666666666645	1996.24863387978	3-18
25.2	0.550000000000011	1996.24863387978	3-19
23.4	-0.583333333333325	1996.24863387978	3-2
25.2	1.26666666666668	1996.24863387978	3-20
27.4	0.950000000000006	1996.24863387978	3-21
23.4	1.08333333333333	1996.24863387978	3-22
18.6	0.633333333333315	1996.24863387978	3-23
17.1	1.26666666666665	1996.24863387978	3-24
23.4	-0.416666666666657	1996.24863387978	3-3
24.3	-0.433333333333355	1996.24863387978	3-4
24.7	-0.699999999999999	1996.24863387978	3-5
26.1	-0.433333333333337	1996.24863387978	3-6
26.5	-0.466666666666651	1996.24863387978	3-7
26.1	-0.866666666666685	1996.24863387978	3-8
25.6	-0.633333333333344	1996.24863387978	3-9
22.9	-0.683333333333327	1996.24863387978	4-1
25.6	-0.700000000000006	1996.24863387978	4-10
28.8	1.23333333333332	1996.24863387978	4-11
28.8	0.333333333333304	1996.24863387978	4-12
28.8	0.266666666666641	1996.24863387978	4-13
28.8	0.166666666666647	1996.24863387978	4-14
29.2	0.900000000000006	1996.24863387978	4-15
27.4	0.149999999999995	1996.24863387978	4-16
26.1	0.849999999999994	1996.24863387978	4-17
25.2	0.400000000000006	1996.24863387978	4-18
21.9	-1.48333333333334	1996.24863387978	4-19
22.9	-0.749999999999989	1996.24863387978	4-2
25.2	1.26666666666668	1996.24863387978	4-20
21.9	-1.05000000000001	1996.24863387978	4-21
22.4	0.166666666666657	1996.24863387978	4-22
18.1	1.11666666666666	1996.24863387978	4-23
13.2	-0.416666666666648	1996.24863387978	4-24
23.4	-0.333333333333332	1996.24863387978	4-3
24.3	-0.050000000000022	1996.24863387978	4-4
25.2	-0.0499999999999936	1996.24863387978	4-5
26.1	0.0166666666666515	1996.24863387978	4-6
26.1	-0.583333333333354	1996.24863387978	4-7
26.5	-0.183333333333309	1996.24863387978	4-8
25.6	-0.633333333333344	1996.24863387978	4-9
21.9	-0.983333333333331	1996.24863387978	5-1
25.6	-0.26666666666668	1996.24863387978	5-10
27.4	0.366666666666664	1996.24863387978	5-11
28.3	0.433333333333309	1996.24863387978	5-12
28.3	-0.166666666666686	1996.24863387978	5-13
28.3	-0.166666666666686	1996.24863387978	5-14
28.3	-0.0166666666666906	1996.24863387978	5-15
28.3	0.583333333333325	1996.24863387978	5-16
26.1	-0.200000000000017	1996.24863387978	5-17
24.3	-1.53333333333336	1996.24863387978	5-18
21.9	-1.48333333333334	1996.24863387978	5-19
21.9	-1.13333333333333	1996.24863387978	5-2
24.7	-0.516666666666662	1996.24863387978	5-20
25.6	-1.06581410364015e-14	1996.24863387978	5-21
22.9	-0.583333333333325	1996.24863387978	5-22
19.1	-0.316666666666674	1996.24863387978	5-23
16.2	1.85	1996.24863387978	5-24
22.4	-0.583333333333332	1996.24863387978	5-3
23.8	-0.250000000000018	1996.24863387978	5-4
24.3	-0.733333333333349	1996.24863387978	5-5
25.2	-0.583333333333314	1996.24863387978	5-6
26.1	-0.216666666666679	1996.24863387978	5-7
26.1	-0.433333333333348	1996.24863387978	5-8
24.7	-0.983333333333331	1996.24863387978	5-9
21.5	-0.833333333333314	1996.24863387978	6-1
25.2	-0.716666666666658	1996.24863387978	6-10
27.4	0.133333333333336	1996.24863387978	6-11
28.3	0.649999999999977	1996.24863387978	6-12
28.8	0.116666666666646	1996.24863387978	6-13
28.3	-0.400000000000023	1996.24863387978	6-14
27.9	-0.5	1996.24863387978	6-15
27.4	-0.166666666666668	1996.24863387978	6-16
27	-1.78333333333332	1996.24863387978	6-17
23.8	-1.56666666666669	1996.24863387978	6-18
23.4	-0.999999999999989	1996.24863387978	6-19
21.9	-0.666666666666668	1996.24863387978	6-2
27	-0.266666666666641	1996.24863387978	6-20
27.4	0.833333333333332	1996.24863387978	6-21
23.4	0.133333333333336	1996.24863387978	6-22
21	0.250000000000011	1996.24863387978	6-23
19.1	1.31666666666666	1996.24863387978	6-24
21.9	-0.666666666666668	1996.24863387978	6-3
23.4	-0.5	1996.24863387978	6-4
24.3	-0.583333333333354	1996.24863387978	6-5
25.2	-0.499999999999989	1996.24863387978	6-6
26.1	-0.350000000000023	1996.24863387978	6-7
26.1	-1.06581410364015e-14	1996.24863387978	6-8
24.7	-1.21666666666666	1996.24863387978	6-9
21	-0.949999999999989	1996.24863387978	7-1
24.7	-1.21666666666666	1996.24863387978	7-10
27.4	0.283333333333331	1996.24863387978	7-11
28.3	0.649999999999977	1996.24863387978	7-12
28.3	-0.216666666666697	1996.24863387978	7-13
28.3	-0.550000000000022	1996.24863387978	7-14
28.8	-0.200000000000017	1996.24863387978	7-15
26.5	-0.533333333333321	1996.24863387978	7-16
25.6	-1.38333333333334	1996.24863387978	7-17
26.5	-0.599999999999984	1996.24863387978	7-18
26.5	-0.0666666666666451	1996.24863387978	7-19
21.5	-0.666666666666647	1996.24863387978	7-2
29.7	0.950000000000017	1996.24863387978	7-20
27.4	2.78333333333333	1996.24863387978	7-21
21.9	1.09999999999999	1996.24863387978	7-22
19.1	0.483333333333331	1996.24863387978	7-23
18.1	1.13333333333333	1996.24863387978	7-24
21.9	-0.666666666666668	1996.24863387978	7-3
23.4	-0.249999999999989	1996.24863387978	7-4
24.3	-0.433333333333348	1996.24863387978	7-5
25.6	-0.0833333333333428	1996.24863387978	7-6
26.5	0.200000000000017	1996.24863387978	7-7
26.5	0.450000000000017	1996.24863387978	7-8
24.7	-1.08333333333333	1996.24863387978	7-9
21	-0.383333333333315	1996.24863387978	8-1
25.2	-0.799999999999994	1996.24863387978	8-10
27	0.333333333333353	1996.24863387978	8-11
28.8	1.06666666666665	1996.24863387978	8-12
28.3	-0.233333333333359	1996.24863387978	8-13
27.9	-0.800000000000001	1996.24863387978	8-14
27.9	-1.03333333333334	1996.24863387978	8-15
26.1	-0.800000000000022	1996.24863387978	8-16
25.6	-1.15000000000002	1996.24863387978	8-17
25.2	-1.09999999999999	1996.24863387978	8-18
24.3	-0.816666666666681	1996.24863387978	8-19
21	-0.933333333333319	1996.24863387978	8-2
22.9	-0.299999999999994	1996.24863387978	8-20
21.5	0.183333333333348	1996.24863387978	8-21
19.6	0.899999999999995	1996.24863387978	8-22
19.1	0.483333333333331	1996.24863387978	8-23
18.1	1.13333333333333	1996.24863387978	8-24
21.9	-0.433333333333337	1996.24863387978	8-3
22.4	-0.866666666666664	1996.24863387978	8-4
24.3	-0.26666666666668	1996.24863387978	8-5
25.6	-0.166666666666675	1996.24863387978	8-6
27.4	0.800000000000001	1996.24863387978	8-7
26.1	0.0333333333333208	1996.24863387978	8-8
24.3	-1.10000000000002	1996.24863387978	8-9
20.5	-0.499999999999989	1996.24863387978	9-1
24.7	-1.01666666666665	1996.24863387978	9-10
26.1	-0.266666666666669	1996.24863387978	9-11
27.4	0.349999999999984	1996.24863387978	9-12
27.9	-0.566666666666674	1996.24863387978	9-13
27.9	-0.783333333333331	1996.24863387978	9-14
27.9	-0.966666666666669	1996.24863387978	9-15
24.3	-1.16666666666669	1996.24863387978	9-16
27	-0.566666666666652	1996.24863387978	9-17
25.6	-1.3	1996.24863387978	9-18
25.2	-0.199999999999999	1996.24863387978	9-19
20.5	-0.799999999999983	1996.24863387978	9-2
22.9	-0.849999999999994	1996.24863387978	9-20
20.1	-1.30000000000001	1996.24863387978	9-21
19.6	0.899999999999995	1996.24863387978	9-22
16.7	-0.183333333333319	1996.24863387978	9-23
16.7	0.75	1996.24863387978	9-24
21.5	-0.516666666666652	1996.24863387978	9-3
22.9	-0.449999999999999	1996.24863387978	9-4
24.3	-0.433333333333348	1996.24863387978	9-5
25.6	-0.166666666666686	1996.24863387978	9-6
26.5	-0.0166666666666409	1996.24863387978	9-7
25.2	-0.566666666666663	1996.24863387978	9-8
23.8	-1.28333333333335	1996.24863387978	9-9
23.4	-0.516666666666662	1996.3306010929	1-1
24.7	-0.633333333333315	1996.3306010929	1-10
27	-0.199999999999989	1996.3306010929	1-11
27.9	-0.116666666666664	1996.3306010929	1-12
27.9	0.183333333333326	1996.3306010929	1-13
28.3	0.516666666666652	1996.3306010929	1-14
27.4	0.716666666666669	1996.3306010929	1-15
26.1	0.316666666666652	1996.3306010929	1-16
25.6	1.01666666666666	1996.3306010929	1-17
22.9	1.51666666666667	1996.3306010929	1-18
20.5	0.766666666666691	1996.3306010929	1-19
23.8	-0.400000000000023	1996.3306010929	1-2
23.8	0.466666666666651	1996.3306010929	1-20
29.7	1.81666666666668	1996.3306010929	1-21
33.1	2.38333333333333	1996.3306010929	1-22
32.7	1.98333333333333	1996.3306010929	1-23
27	1.43333333333336	1996.3306010929	1-24
24.3	-0.200000000000017	1996.3306010929	1-3
24.7	-0.616666666666657	1996.3306010929	1-4
25.6	-0.333333333333353	1996.3306010929	1-5
26.1	-0.266666666666669	1996.3306010929	1-6
26.1	-0.416666666666668	1996.3306010929	1-7
25.6	-0.700000000000017	1996.3306010929	1-8
24.3	-1.05000000000002	1996.3306010929	1-9
18.6	-1.20000000000001	1996.3306010929	10-1
24.7	-0.566666666666645	1996.3306010929	10-10
26.1	0.0333333333333208	1996.3306010929	10-11
25.6	-0.76666666666668	1996.3306010929	10-12
26.5	-1.26666666666665	1996.3306010929	10-13
27.4	-1.35000000000001	1996.3306010929	10-14
26.1	-0.133333333333344	1996.3306010929	10-15
23.4	-1.08333333333333	1996.3306010929	10-16
28.8	0.049999999999983	1996.3306010929	10-17
27.4	-0.699999999999999	1996.3306010929	10-18
26.5	-0.0833333333333144	1996.3306010929	10-19
19.1	-1.73333333333335	1996.3306010929	10-2
25.6	-0.483333333333349	1996.3306010929	10-20
25.2	0.100000000000012	1996.3306010929	10-21
25.2	0.866666666666685	1996.3306010929	10-22
26.1	2.14999999999999	1996.3306010929	10-23
22.4	1.41666666666668	1996.3306010929	10-24
19.6	-1.65000000000002	1996.3306010929	10-3
21.5	-0.849999999999984	1996.3306010929	10-4
22.4	-0.866666666666664	1996.3306010929	10-5
23.8	-0.833333333333354	1996.3306010929	10-6
23.8	-1.28333333333334	1996.3306010929	10-7
23.4	-1.33333333333333	1996.3306010929	10-8
21.9	-1.90000000000001	1996.3306010929	10-9
18.6	-1.20000000000001	1996.3306010929	11-1
21.9	-2.63333333333332	1996.3306010929	11-10
24.7	-1.23333333333332	1996.3306010929	11-11
25.6	-1.15000000000002	1996.3306010929	11-12
26.5	-1.26666666666665	1996.3306010929	11-13
26.5	-2.09999999999998	1996.3306010929	11-14
22.4	-2.66666666666668	1996.3306010929	11-15
23.4	-1.08333333333333	1996.3306010929	11-16
27	0.233333333333366	1996.3306010929	11-17
27.4	-0.699999999999999	1996.3306010929	11-18
27	0.0166666666666906	1996.3306010929	11-19
18.6	-1.36666666666667	1996.3306010929	11-2
25.6	-1.00000000000001	1996.3306010929	11-20
25.2	0.100000000000012	1996.3306010929	11-21
24.7	1.23333333333334	1996.3306010929	11-22
23.8	1.63333333333332	1996.3306010929	11-23
22.9	2.46666666666667	1996.3306010929	11-24
19.6	-1.65000000000002	1996.3306010929	11-3
21	-0.783333333333321	1996.3306010929	11-4
21.9	-1.2	1996.3306010929	11-5
23.8	-0.833333333333354	1996.3306010929	11-6
24.3	-0.950000000000006	1996.3306010929	11-7
22.9	-1.66666666666667	1996.3306010929	11-8
21.9	-2.03333333333333	1996.3306010929	11-9
17.6	-1.73333333333334	1996.3306010929	12-1
21.5	-2.58333333333331	1996.3306010929	12-10
23.4	-2.3	1996.3306010929	12-11
24.3	-2.66666666666669	1996.3306010929	12-12
27	-1.39999999999999	1996.3306010929	12-13
23.8	-1.98333333333335	1996.3306010929	12-14
19.6	-4.41666666666668	1996.3306010929	12-15
25.2	-1.18333333333332	1996.3306010929	12-16
27.4	-0.400000000000006	1996.3306010929	12-17
27	-0.0333333333333137	1996.3306010929	12-18
27.4	-0.233333333333331	1996.3306010929	12-19
17.6	-1.95000000000001	1996.3306010929	12-2
27	0.0833333333333535	1996.3306010929	12-20
25.2	-0.666666666666657	1996.3306010929	12-21
24.7	0.833333333333343	1996.3306010929	12-22
22.9	1.9	1996.3306010929	12-23
21.5	2.75000000000002	1996.3306010929	12-24
19.1	-1.50000000000001	1996.3306010929	12-3
19.6	-1.71666666666669	1996.3306010929	12-4
21	-1.63333333333332	1996.3306010929	12-5
22.9	-1.23333333333333	1996.3306010929	12-6
23.4	-0.850000000000005	1996.3306010929	12-7
21.9	-1.73333333333334	1996.3306010929	12-8
20.1	-2.75000000000002	1996.3306010929	12-9
17.1	-1.73333333333334	1996.3306010929	13-1
21.9	-1.93333333333333	1996.3306010929	13-10
24.7	-0.833333333333332	1996.3306010929	13-11
26.1	-0.433333333333348	1996.3306010929	13-12
23.8	-1.51666666666669	1996.3306010929	13-13
25.2	-0.566666666666663	1996.3306010929	13-14
23.4	-2.31666666666666	1996.3306010929	13-15
25.6	-1.30000000000001	1996.3306010929	13-16
28.3	0.133333333333308	1996.3306010929	13-17
27.9	0.166666666666657	1996.3306010929	13-18
27	-0.299999999999972	1996.3306010929	13-19
17.1	-1.90000000000001	1996.3306010929	13-2
27	0.0833333333333535	1996.3306010929	13-20
24.3	-0.866666666666692	1996.3306010929	13-21
25.2	1.26666666666667	1996.3306010929	13-22
23.8	2.08333333333331	1996.3306010929	13-23
20.5	2.30000000000002	1996.3306010929	13-24
18.1	-1.86666666666667	1996.3306010929	13-3
18.6	-2.10000000000001	1996.3306010929	13-4
19.6	-2.11666666666669	1996.3306010929	13-5
21.9	-1.33333333333333	1996.3306010929	13-6
21.5	-1.28333333333331	1996.3306010929	13-7
19.1	-2.65000000000002	1996.3306010929	13-8
20.5	-2.18333333333331	1996.3306010929	13-9
16.2	-1.99999999999999	1996.3306010929	14-1
23.4	-0.633333333333336	1996.3306010929	14-10
25.2	-0.366666666666657	1996.3306010929	14-11
26.5	0.583333333333354	1996.3306010929	14-12
21	-1.71666666666665	1996.3306010929	14-13
27.9	0.699999999999999	1996.3306010929	14-14
27	-0.616666666666646	1996.3306010929	14-15
27.4	-0.449999999999999	1996.3306010929	14-16
28.3	0.349999999999977	1996.3306010929	14-17
27.9	0.249999999999989	1996.3306010929	14-18
27	-0.116666666666646	1996.3306010929	14-19
16.2	-2.16666666666666	1996.3306010929	14-2
25.6	-0.683333333333348	1996.3306010929	14-20
25.2	-0.283333333333331	1996.3306010929	14-21
24.7	0.51666666666668	1996.3306010929	14-22
23.8	2.08333333333331	1996.3306010929	14-23
20.5	2.30000000000002	1996.3306010929	14-24
17.1	-2.13333333333334	1996.3306010929	14-3
17.1	-2.85000000000001	1996.3306010929	14-4
19.1	-1.81666666666667	1996.3306010929	14-5
20.1	-1.91666666666668	1996.3306010929	14-6
19.1	-2.28333333333334	1996.3306010929	14-7
21	-1.61666666666666	1996.3306010929	14-8
22.4	-0.233333333333331	1996.3306010929	14-9
15.7	-1.93333333333332	1996.3306010929	15-1
17.1	-1.16666666666667	1996.3306010929	15-10
23.4	-0.783333333333331	1996.3306010929	15-11
25.6	0.599999999999994	1996.3306010929	15-12
23.8	-1.77635683940025e-14	1996.3306010929	15-13
26.1	-0.350000000000012	1996.3306010929	15-14
26.5	-0.549999999999983	1996.3306010929	15-15
27	-0.499999999999989	1996.3306010929	15-16
27.4	-0.116666666666664	1996.3306010929	15-17
27	-0.433333333333319	1996.3306010929	15-18
26.5	-0.533333333333314	1996.3306010929	15-19
14.7	-3.41666666666666	1996.3306010929	15-2
26.1	-0.583333333333332	1996.3306010929	15-20
25.6	0.216666666666651	1996.3306010929	15-21
25.6	0.883333333333336	1996.3306010929	15-22
24.3	2.19999999999998	1996.3306010929	15-23
23.8	3.69999999999998	1996.3306010929	15-24
15.7	-3.04999999999999	1996.3306010929	15-3
17.1	-2.11666666666667	1996.3306010929	15-4
18.1	-1.55	1996.3306010929	15-5
18.6	-2	1996.3306010929	15-6
20.5	0.683333333333355	1996.3306010929	15-7
16.7	1.1	1996.3306010929	15-8
15.2	0.5	1996.3306010929	15-9
15.2	-2.18333333333332	1996.3306010929	16-1
15.7	-0.816666666666663	1996.3306010929	16-10
16.2	0.116666666666674	1996.3306010929	16-11
17.6	-1	1996.3306010929	16-12
23.4	0.666666666666668	1996.3306010929	16-13
25.2	-0.799999999999994	1996.3306010929	16-14
26.1	-0.733333333333349	1996.3306010929	16-15
26.5	-0.699999999999989	1996.3306010929	16-16
27	-0.349999999999977	1996.3306010929	16-17
27.4	-0.166666666666657	1996.3306010929	16-18
26.5	-0.0333333333333208	1996.3306010929	16-19
15.7	-2.56666666666665	1996.3306010929	16-2
26.5	0.366666666666685	1996.3306010929	16-20
24.7	0.433333333333348	1996.3306010929	16-21
25.6	0.883333333333336	1996.3306010929	16-22
24.7	0.883333333333344	1996.3306010929	16-23
23.4	3.43333333333334	1996.3306010929	16-24
16.2	-2.14999999999999	1996.3306010929	16-3
18.1	-1.40000000000001	1996.3306010929	16-4
15.2	0	1996.3306010929	16-5
16.7	-0.133333333333326	1996.3306010929	16-6
