xmin	xmax	key	clickSelects.variable	clickSelects.value	showSelected.variable	showSelected.value	group
1999.20410958904	1999.28767123288	1999.24657534247 1996.08469945355	time2	1999.24657534247	time2	1996.08469945355	3636
1999.28767123288	1999.37123287671	1999.32876712329 1996.08469945355	time2	1999.32876712329	time2	1996.08469945355	3707
1999.37123287671	1999.45479452055	1999.41369863014 1996.08469945355	time2	1999.41369863014	time2	1996.08469945355	3778
1999.45479452055	1999.53835616438	1999.49589041096 1996.08469945355	time2	1999.49589041096	time2	1996.08469945355	3849
1999.53835616438	1999.62328767123	1999.58082191781 1996.08469945355	time2	1999.58082191781	time2	1996.08469945355	3920
1999.62328767123	1999.70684931507	1999.66575342466 1996.08469945355	time2	1999.66575342466	time2	1996.08469945355	3991
1999.70684931507	1999.7904109589	1999.74794520548 1996.08469945355	time2	1999.74794520548	time2	1996.08469945355	4062
1999.7904109589	1999.87397260274	1999.83287671233 1996.08469945355	time2	1999.83287671233	time2	1996.08469945355	4133
1999.87397260274	1999.95753424658	1999.91506849315 1996.08469945355	time2	1999.91506849315	time2	1996.08469945355	4204
1999.95753424658	2000.04234972678	2000 1996.08469945355	time2	2000	time2	1996.08469945355	4275
2000.04234972678	2000.12431693989	2000.08469945355 1996.08469945355	time2	2000.08469945355	time2	1996.08469945355	4346
2000.12431693989	2000.20628415301	2000.16393442623 1996.08469945355	time2	2000.16393442623	time2	1996.08469945355	4417
2000.20628415301	2000.28961748634	2000.24863387978 1996.08469945355	time2	2000.24863387978	time2	1996.08469945355	4488
2000.28961748634	2000.37295081967	2000.3306010929 1996.08469945355	time2	2000.3306010929	time2	1996.08469945355	4559
2000.37295081967	2000.45628415301	2000.41530054645 1996.08469945355	time2	2000.41530054645	time2	1996.08469945355	4630
2000.45628415301	2000.53961748634	2000.49726775956 1996.08469945355	time2	2000.49726775956	time2	1996.08469945355	4701
2000.53961748634	2000.62431693989	2000.58196721311 1996.08469945355	time2	2000.58196721312	time2	1996.08469945355	4772
2000.62431693989	2000.70765027322	2000.66666666667 1996.08469945355	time2	2000.66666666667	time2	1996.08469945355	4843
2000.70765027322	2000.79098360656	2000.74863387978 1996.08469945355	time2	2000.74863387978	time2	1996.08469945355	4914
2000.79098360656	2000.87431693989	2000.83333333333 1996.08469945355	time2	2000.83333333333	time2	1996.08469945355	4985
2000.87431693989	2000.95628415301	2000.91530054645 1996.08469945355	time2	2000.91530054645	time2	1996.08469945355	5056
1994.95753424658	1995.04246575342	1995 1996.16393442623	time2	1995	time2	1996.16393442623	15
1995.04246575342	1995.12328767123	1995.08493150685 1996.16393442623	time2	1995.08493150685	time2	1996.16393442623	86
1995.12328767123	1995.20410958904	1995.16164383562 1996.16393442623	time2	1995.16164383562	time2	1996.16393442623	157
1995.20410958904	1995.28767123288	1995.24657534247 1996.16393442623	time2	1995.24657534247	time2	1996.16393442623	228
1995.28767123288	1995.37123287671	1995.32876712329 1996.16393442623	time2	1995.32876712329	time2	1996.16393442623	299
1995.37123287671	1995.45479452055	1995.41369863014 1996.16393442623	time2	1995.41369863014	time2	1996.16393442623	370
1995.45479452055	1995.53835616438	1995.49589041096 1996.16393442623	time2	1995.49589041096	time2	1996.16393442623	441
1995.53835616438	1995.62328767123	1995.58082191781 1996.16393442623	time2	1995.58082191781	time2	1996.16393442623	512
1995.62328767123	1995.70684931507	1995.66575342466 1996.16393442623	time2	1995.66575342466	time2	1996.16393442623	583
1995.70684931507	1995.7904109589	1995.74794520548 1996.16393442623	time2	1995.74794520548	time2	1996.16393442623	654
1995.7904109589	1995.87397260274	1995.83287671233 1996.16393442623	time2	1995.83287671233	time2	1996.16393442623	725
1995.87397260274	1995.95753424658	1995.91506849315 1996.16393442623	time2	1995.91506849315	time2	1996.16393442623	796
1995.95753424658	1996.04234972678	1996 1996.16393442623	time2	1996	time2	1996.16393442623	867
1996.04234972678	1996.12431693989	1996.08469945355 1996.16393442623	time2	1996.08469945355	time2	1996.16393442623	938
1996.12431693989	1996.20628415301	1	time2	1996.16393442623	time2	1996.16393442623	1
1996.20628415301	1996.28961748634	1996.24863387978 1996.16393442623	time2	1996.24863387978	time2	1996.16393442623	1081
1996.28961748634	1996.37295081967	1996.3306010929 1996.16393442623	time2	1996.3306010929	time2	1996.16393442623	1152
1996.37295081967	1996.45628415301	1996.41530054645 1996.16393442623	time2	1996.41530054645	time2	1996.16393442623	1223
1996.45628415301	1996.53961748634	1996.49726775956 1996.16393442623	time2	1996.49726775956	time2	1996.16393442623	1294
1996.53961748634	1996.62431693989	1996.58196721311 1996.16393442623	time2	1996.58196721311	time2	1996.16393442623	1365
1996.62431693989	1996.70765027322	1996.66666666667 1996.16393442623	time2	1996.66666666667	time2	1996.16393442623	1436
1996.70765027322	1996.79098360656	1996.74863387978 1996.16393442623	time2	1996.74863387978	time2	1996.16393442623	1507
1996.79098360656	1996.87431693989	1996.83333333333 1996.16393442623	time2	1996.83333333333	time2	1996.16393442623	1578
1996.87431693989	1996.95765027322	1996.91530054645 1996.16393442623	time2	1996.91530054645	time2	1996.16393442623	1649
1996.95765027322	1997.04246575342	1997 1996.16393442623	time2	1997	time2	1996.16393442623	1720
1997.04246575342	1997.12328767123	1997.08493150685 1996.16393442623	time2	1997.08493150685	time2	1996.16393442623	1791
1997.12328767123	1997.20410958904	1997.16164383562 1996.16393442623	time2	1997.16164383562	time2	1996.16393442623	1862
1997.20410958904	1997.28767123288	1997.24657534247 1996.16393442623	time2	1997.24657534247	time2	1996.16393442623	1933
1997.28767123288	1997.37123287671	1997.32876712329 1996.16393442623	time2	1997.32876712329	time2	1996.16393442623	2004
1997.37123287671	1997.45479452055	1997.41369863014 1996.16393442623	time2	1997.41369863014	time2	1996.16393442623	2075
1997.45479452055	1997.53835616438	1997.49589041096 1996.16393442623	time2	1997.49589041096	time2	1996.16393442623	2146
1997.53835616438	1997.62328767123	1997.58082191781 1996.16393442623	time2	1997.58082191781	time2	1996.16393442623	2217
1997.62328767123	1997.70684931507	1997.66575342466 1996.16393442623	time2	1997.66575342466	time2	1996.16393442623	2288
1997.70684931507	1997.7904109589	1997.74794520548 1996.16393442623	time2	1997.74794520548	time2	1996.16393442623	2359
1997.7904109589	1997.87397260274	1997.83287671233 1996.16393442623	time2	1997.83287671233	time2	1996.16393442623	2430
1997.87397260274	1997.95753424658	1997.91506849315 1996.16393442623	time2	1997.91506849315	time2	1996.16393442623	2501
1997.95753424658	1998.04246575342	1998 1996.16393442623	time2	1998	time2	1996.16393442623	2572
1998.04246575342	1998.12328767123	1998.08493150685 1996.16393442623	time2	1998.08493150685	time2	1996.16393442623	2643
1998.12328767123	1998.20410958904	1998.16164383562 1996.16393442623	time2	1998.16164383562	time2	1996.16393442623	2714
1998.20410958904	1998.28767123288	1998.24657534247 1996.16393442623	time2	1998.24657534247	time2	1996.16393442623	2785
1998.28767123288	1998.37123287671	1998.32876712329 1996.16393442623	time2	1998.32876712329	time2	1996.16393442623	2856
1998.37123287671	1998.45479452055	1998.41369863014 1996.16393442623	time2	1998.41369863014	time2	1996.16393442623	2927
1998.45479452055	1998.53835616438	1998.49589041096 1996.16393442623	time2	1998.49589041096	time2	1996.16393442623	2998
1998.53835616438	1998.62328767123	1998.58082191781 1996.16393442623	time2	1998.58082191781	time2	1996.16393442623	3069
1998.62328767123	1998.70684931507	1998.66575342466 1996.16393442623	time2	1998.66575342466	time2	1996.16393442623	3140
1998.70684931507	1998.7904109589	1998.74794520548 1996.16393442623	time2	1998.74794520548	time2	1996.16393442623	3211
1998.7904109589	1998.87397260274	1998.83287671233 1996.16393442623	time2	1998.83287671233	time2	1996.16393442623	3282
1998.87397260274	1998.95753424658	1998.91506849315 1996.16393442623	time2	1998.91506849315	time2	1996.16393442623	3353
1998.95753424658	1999.04246575342	1999 1996.16393442623	time2	1999	time2	1996.16393442623	3424
1999.04246575342	1999.12328767123	1999.08493150685 1996.16393442623	time2	1999.08493150685	time2	1996.16393442623	3495
1999.12328767123	1999.20410958904	1999.16164383562 1996.16393442623	time2	1999.16164383562	time2	1996.16393442623	3566
1999.20410958904	1999.28767123288	1999.24657534247 1996.16393442623	time2	1999.24657534247	time2	1996.16393442623	3637
1999.28767123288	1999.37123287671	1999.32876712329 1996.16393442623	time2	1999.32876712329	time2	1996.16393442623	3708
1999.37123287671	1999.45479452055	1999.41369863014 1996.16393442623	time2	1999.41369863014	time2	1996.16393442623	3779
1999.45479452055	1999.53835616438	1999.49589041096 1996.16393442623	time2	1999.49589041096	time2	1996.16393442623	3850
1999.53835616438	1999.62328767123	1999.58082191781 1996.16393442623	time2	1999.58082191781	time2	1996.16393442623	3921
1999.62328767123	1999.70684931507	1999.66575342466 1996.16393442623	time2	1999.66575342466	time2	1996.16393442623	3992
1999.70684931507	1999.7904109589	1999.74794520548 1996.16393442623	time2	1999.74794520548	time2	1996.16393442623	4063
1999.7904109589	1999.87397260274	1999.83287671233 1996.16393442623	time2	1999.83287671233	time2	1996.16393442623	4134
1999.87397260274	1999.95753424658	1999.91506849315 1996.16393442623	time2	1999.91506849315	time2	1996.16393442623	4205
1999.95753424658	2000.04234972678	2000 1996.16393442623	time2	2000	time2	1996.16393442623	4276
2000.04234972678	2000.12431693989	2000.08469945355 1996.16393442623	time2	2000.08469945355	time2	1996.16393442623	4347
2000.12431693989	2000.20628415301	2000.16393442623 1996.16393442623	time2	2000.16393442623	time2	1996.16393442623	4418
2000.20628415301	2000.28961748634	2000.24863387978 1996.16393442623	time2	2000.24863387978	time2	1996.16393442623	4489
2000.28961748634	2000.37295081967	2000.3306010929 1996.16393442623	time2	2000.3306010929	time2	1996.16393442623	4560
2000.37295081967	2000.45628415301	2000.41530054645 1996.16393442623	time2	2000.41530054645	time2	1996.16393442623	4631
2000.45628415301	2000.53961748634	2000.49726775956 1996.16393442623	time2	2000.49726775956	time2	1996.16393442623	4702
2000.53961748634	2000.62431693989	2000.58196721311 1996.16393442623	time2	2000.58196721312	time2	1996.16393442623	4773
2000.62431693989	2000.70765027322	2000.66666666667 1996.16393442623	time2	2000.66666666667	time2	1996.16393442623	4844
2000.70765027322	2000.79098360656	2000.74863387978 1996.16393442623	time2	2000.74863387978	time2	1996.16393442623	4915
2000.79098360656	2000.87431693989	2000.83333333333 1996.16393442623	time2	2000.83333333333	time2	1996.16393442623	4986
2000.87431693989	2000.95628415301	2000.91530054645 1996.16393442623	time2	2000.91530054645	time2	1996.16393442623	5057
1994.95753424658	1995.04246575342	1995 1996.24863387978	time2	1995	time2	1996.24863387978	16
1995.04246575342	1995.12328767123	1995.08493150685 1996.24863387978	time2	1995.08493150685	time2	1996.24863387978	87
1995.12328767123	1995.20410958904	1995.16164383562 1996.24863387978	time2	1995.16164383562	time2	1996.24863387978	158
1995.20410958904	1995.28767123288	1995.24657534247 1996.24863387978	time2	1995.24657534247	time2	1996.24863387978	229
1995.28767123288	1995.37123287671	1995.32876712329 1996.24863387978	time2	1995.32876712329	time2	1996.24863387978	300
1995.37123287671	1995.45479452055	1995.41369863014 1996.24863387978	time2	1995.41369863014	time2	1996.24863387978	371
1995.45479452055	1995.53835616438	1995.49589041096 1996.24863387978	time2	1995.49589041096	time2	1996.24863387978	442
1995.53835616438	1995.62328767123	1995.58082191781 1996.24863387978	time2	1995.58082191781	time2	1996.24863387978	513
1995.62328767123	1995.70684931507	1995.66575342466 1996.24863387978	time2	1995.66575342466	time2	1996.24863387978	584
1995.70684931507	1995.7904109589	1995.74794520548 1996.24863387978	time2	1995.74794520548	time2	1996.24863387978	655
1995.7904109589	1995.87397260274	1995.83287671233 1996.24863387978	time2	1995.83287671233	time2	1996.24863387978	726
1995.87397260274	1995.95753424658	1995.91506849315 1996.24863387978	time2	1995.91506849315	time2	1996.24863387978	797
1995.95753424658	1996.04234972678	1996 1996.24863387978	time2	1996	time2	1996.24863387978	868
1996.04234972678	1996.12431693989	1996.08469945355 1996.24863387978	time2	1996.08469945355	time2	1996.24863387978	939
1996.12431693989	1996.20628415301	1996.16393442623 1996.24863387978	time2	1996.16393442623	time2	1996.24863387978	1010
1996.20628415301	1996.28961748634	1	time2	1996.24863387978	time2	1996.24863387978	1
1996.28961748634	1996.37295081967	1996.3306010929 1996.24863387978	time2	1996.3306010929	time2	1996.24863387978	1153
1996.37295081967	1996.45628415301	1996.41530054645 1996.24863387978	time2	1996.41530054645	time2	1996.24863387978	1224
1996.45628415301	1996.53961748634	1996.49726775956 1996.24863387978	time2	1996.49726775956	time2	1996.24863387978	1295
1996.53961748634	1996.62431693989	1996.58196721311 1996.24863387978	time2	1996.58196721311	time2	1996.24863387978	1366
1996.62431693989	1996.70765027322	1996.66666666667 1996.24863387978	time2	1996.66666666667	time2	1996.24863387978	1437
1996.70765027322	1996.79098360656	1996.74863387978 1996.24863387978	time2	1996.74863387978	time2	1996.24863387978	1508
1996.79098360656	1996.87431693989	1996.83333333333 1996.24863387978	time2	1996.83333333333	time2	1996.24863387978	1579
1996.87431693989	1996.95765027322	1996.91530054645 1996.24863387978	time2	1996.91530054645	time2	1996.24863387978	1650
1996.95765027322	1997.04246575342	1997 1996.24863387978	time2	1997	time2	1996.24863387978	1721
1997.04246575342	1997.12328767123	1997.08493150685 1996.24863387978	time2	1997.08493150685	time2	1996.24863387978	1792
1997.12328767123	1997.20410958904	1997.16164383562 1996.24863387978	time2	1997.16164383562	time2	1996.24863387978	1863
1997.20410958904	1997.28767123288	1997.24657534247 1996.24863387978	time2	1997.24657534247	time2	1996.24863387978	1934
1997.28767123288	1997.37123287671	1997.32876712329 1996.24863387978	time2	1997.32876712329	time2	1996.24863387978	2005
1997.37123287671	1997.45479452055	1997.41369863014 1996.24863387978	time2	1997.41369863014	time2	1996.24863387978	2076
1997.45479452055	1997.53835616438	1997.49589041096 1996.24863387978	time2	1997.49589041096	time2	1996.24863387978	2147
1997.53835616438	1997.62328767123	1997.58082191781 1996.24863387978	time2	1997.58082191781	time2	1996.24863387978	2218
1997.62328767123	1997.70684931507	1997.66575342466 1996.24863387978	time2	1997.66575342466	time2	1996.24863387978	2289
1997.70684931507	1997.7904109589	1997.74794520548 1996.24863387978	time2	1997.74794520548	time2	1996.24863387978	2360
1997.7904109589	1997.87397260274	1997.83287671233 1996.24863387978	time2	1997.83287671233	time2	1996.24863387978	2431
1997.87397260274	1997.95753424658	1997.91506849315 1996.24863387978	time2	1997.91506849315	time2	1996.24863387978	2502
1997.95753424658	1998.04246575342	1998 1996.24863387978	time2	1998	time2	1996.24863387978	2573
1998.04246575342	1998.12328767123	1998.08493150685 1996.24863387978	time2	1998.08493150685	time2	1996.24863387978	2644
1998.12328767123	1998.20410958904	1998.16164383562 1996.24863387978	time2	1998.16164383562	time2	1996.24863387978	2715
1998.20410958904	1998.28767123288	1998.24657534247 1996.24863387978	time2	1998.24657534247	time2	1996.24863387978	2786
1998.28767123288	1998.37123287671	1998.32876712329 1996.24863387978	time2	1998.32876712329	time2	1996.24863387978	2857
1998.37123287671	1998.45479452055	1998.41369863014 1996.24863387978	time2	1998.41369863014	time2	1996.24863387978	2928
1998.45479452055	1998.53835616438	1998.49589041096 1996.24863387978	time2	1998.49589041096	time2	1996.24863387978	2999
1998.53835616438	1998.62328767123	1998.58082191781 1996.24863387978	time2	1998.58082191781	time2	1996.24863387978	3070
1998.62328767123	1998.70684931507	1998.66575342466 1996.24863387978	time2	1998.66575342466	time2	1996.24863387978	3141
1998.70684931507	1998.7904109589	1998.74794520548 1996.24863387978	time2	1998.74794520548	time2	1996.24863387978	3212
1998.7904109589	1998.87397260274	1998.83287671233 1996.24863387978	time2	1998.83287671233	time2	1996.24863387978	3283
1998.87397260274	1998.95753424658	1998.91506849315 1996.24863387978	time2	1998.91506849315	time2	1996.24863387978	3354
1998.95753424658	1999.04246575342	1999 1996.24863387978	time2	1999	time2	1996.24863387978	3425
1999.04246575342	1999.12328767123	1999.08493150685 1996.24863387978	time2	1999.08493150685	time2	1996.24863387978	3496
1999.12328767123	1999.20410958904	1999.16164383562 1996.24863387978	time2	1999.16164383562	time2	1996.24863387978	3567
1999.20410958904	1999.28767123288	1999.24657534247 1996.24863387978	time2	1999.24657534247	time2	1996.24863387978	3638
1999.28767123288	1999.37123287671	1999.32876712329 1996.24863387978	time2	1999.32876712329	time2	1996.24863387978	3709
1999.37123287671	1999.45479452055	1999.41369863014 1996.24863387978	time2	1999.41369863014	time2	1996.24863387978	3780
1999.45479452055	1999.53835616438	1999.49589041096 1996.24863387978	time2	1999.49589041096	time2	1996.24863387978	3851
1999.53835616438	1999.62328767123	1999.58082191781 1996.24863387978	time2	1999.58082191781	time2	1996.24863387978	3922
1999.62328767123	1999.70684931507	1999.66575342466 1996.24863387978	time2	1999.66575342466	time2	1996.24863387978	3993
1999.70684931507	1999.7904109589	1999.74794520548 1996.24863387978	time2	1999.74794520548	time2	1996.24863387978	4064
1999.7904109589	1999.87397260274	1999.83287671233 1996.24863387978	time2	1999.83287671233	time2	1996.24863387978	4135
1999.87397260274	1999.95753424658	1999.91506849315 1996.24863387978	time2	1999.91506849315	time2	1996.24863387978	4206
1999.95753424658	2000.04234972678	2000 1996.24863387978	time2	2000	time2	1996.24863387978	4277
2000.04234972678	2000.12431693989	2000.08469945355 1996.24863387978	time2	2000.08469945355	time2	1996.24863387978	4348
2000.12431693989	2000.20628415301	2000.16393442623 1996.24863387978	time2	2000.16393442623	time2	1996.24863387978	4419
2000.20628415301	2000.28961748634	2000.24863387978 1996.24863387978	time2	2000.24863387978	time2	1996.24863387978	4490
2000.28961748634	2000.37295081967	2000.3306010929 1996.24863387978	time2	2000.3306010929	time2	1996.24863387978	4561
2000.37295081967	2000.45628415301	2000.41530054645 1996.24863387978	time2	2000.41530054645	time2	1996.24863387978	4632
2000.45628415301	2000.53961748634	2000.49726775956 1996.24863387978	time2	2000.49726775956	time2	1996.24863387978	4703
2000.53961748634	2000.62431693989	2000.58196721311 1996.24863387978	time2	2000.58196721312	time2	1996.24863387978	4774
2000.62431693989	2000.70765027322	2000.66666666667 1996.24863387978	time2	2000.66666666667	time2	1996.24863387978	4845
2000.70765027322	2000.79098360656	2000.74863387978 1996.24863387978	time2	2000.74863387978	time2	1996.24863387978	4916
2000.79098360656	2000.87431693989	2000.83333333333 1996.24863387978	time2	2000.83333333333	time2	1996.24863387978	4987
2000.87431693989	2000.95628415301	2000.91530054645 1996.24863387978	time2	2000.91530054645	time2	1996.24863387978	5058
1994.95753424658	1995.04246575342	1995 1996.3306010929	time2	1995	time2	1996.3306010929	17
1995.04246575342	1995.12328767123	1995.08493150685 1996.3306010929	time2	1995.08493150685	time2	1996.3306010929	88
1995.12328767123	1995.20410958904	1995.16164383562 1996.3306010929	time2	1995.16164383562	time2	1996.3306010929	159
1995.20410958904	1995.28767123288	1995.24657534247 1996.3306010929	time2	1995.24657534247	time2	1996.3306010929	230
1995.28767123288	1995.37123287671	1995.32876712329 1996.3306010929	time2	1995.32876712329	time2	1996.3306010929	301
1995.37123287671	1995.45479452055	1995.41369863014 1996.3306010929	time2	1995.41369863014	time2	1996.3306010929	372
1995.45479452055	1995.53835616438	1995.49589041096 1996.3306010929	time2	1995.49589041096	time2	1996.3306010929	443
1995.53835616438	1995.62328767123	1995.58082191781 1996.3306010929	time2	1995.58082191781	time2	1996.3306010929	514
1995.62328767123	1995.70684931507	1995.66575342466 1996.3306010929	time2	1995.66575342466	time2	1996.3306010929	585
1995.70684931507	1995.7904109589	1995.74794520548 1996.3306010929	time2	1995.74794520548	time2	1996.3306010929	656
1995.7904109589	1995.87397260274	1995.83287671233 1996.3306010929	time2	1995.83287671233	time2	1996.3306010929	727
1995.87397260274	1995.95753424658	1995.91506849315 1996.3306010929	time2	1995.91506849315	time2	1996.3306010929	798
1995.95753424658	1996.04234972678	1996 1996.3306010929	time2	1996	time2	1996.3306010929	869
1996.04234972678	1996.12431693989	1996.08469945355 1996.3306010929	time2	1996.08469945355	time2	1996.3306010929	940
1996.12431693989	1996.20628415301	1996.16393442623 1996.3306010929	time2	1996.16393442623	time2	1996.3306010929	1011
1996.20628415301	1996.28961748634	1996.24863387978 1996.3306010929	time2	1996.24863387978	time2	1996.3306010929	1082
1996.28961748634	1996.37295081967	1	time2	1996.3306010929	time2	1996.3306010929	1
1996.37295081967	1996.45628415301	1996.41530054645 1996.3306010929	time2	1996.41530054645	time2	1996.3306010929	1225
1996.45628415301	1996.53961748634	1996.49726775956 1996.3306010929	time2	1996.49726775956	time2	1996.3306010929	1296
1996.53961748634	1996.62431693989	1996.58196721311 1996.3306010929	time2	1996.58196721311	time2	1996.3306010929	1367
1996.62431693989	1996.70765027322	1996.66666666667 1996.3306010929	time2	1996.66666666667	time2	1996.3306010929	1438
1996.70765027322	1996.79098360656	1996.74863387978 1996.3306010929	time2	1996.74863387978	time2	1996.3306010929	1509
1996.79098360656	1996.87431693989	1996.83333333333 1996.3306010929	time2	1996.83333333333	time2	1996.3306010929	1580
1996.87431693989	1996.95765027322	1996.91530054645 1996.3306010929	time2	1996.91530054645	time2	1996.3306010929	1651
1996.95765027322	1997.04246575342	1997 1996.3306010929	time2	1997	time2	1996.3306010929	1722
1997.04246575342	1997.12328767123	1997.08493150685 1996.3306010929	time2	1997.08493150685	time2	1996.3306010929	1793
1997.12328767123	1997.20410958904	1997.16164383562 1996.3306010929	time2	1997.16164383562	time2	1996.3306010929	1864
1997.20410958904	1997.28767123288	1997.24657534247 1996.3306010929	time2	1997.24657534247	time2	1996.3306010929	1935
1997.28767123288	1997.37123287671	1997.32876712329 1996.3306010929	time2	1997.32876712329	time2	1996.3306010929	2006
1997.37123287671	1997.45479452055	1997.41369863014 1996.3306010929	time2	1997.41369863014	time2	1996.3306010929	2077
1997.45479452055	1997.53835616438	1997.49589041096 1996.3306010929	time2	1997.49589041096	time2	1996.3306010929	2148
1997.53835616438	1997.62328767123	1997.58082191781 1996.3306010929	time2	1997.58082191781	time2	1996.3306010929	2219
1997.62328767123	1997.70684931507	1997.66575342466 1996.3306010929	time2	1997.66575342466	time2	1996.3306010929	2290
1997.70684931507	1997.7904109589	1997.74794520548 1996.3306010929	time2	1997.74794520548	time2	1996.3306010929	2361
1997.7904109589	1997.87397260274	1997.83287671233 1996.3306010929	time2	1997.83287671233	time2	1996.3306010929	2432
1997.87397260274	1997.95753424658	1997.91506849315 1996.3306010929	time2	1997.91506849315	time2	1996.3306010929	2503
1997.95753424658	1998.04246575342	1998 1996.3306010929	time2	1998	time2	1996.3306010929	2574
1998.04246575342	1998.12328767123	1998.08493150685 1996.3306010929	time2	1998.08493150685	time2	1996.3306010929	2645
1998.12328767123	1998.20410958904	1998.16164383562 1996.3306010929	time2	1998.16164383562	time2	1996.3306010929	2716
1998.20410958904	1998.28767123288	1998.24657534247 1996.3306010929	time2	1998.24657534247	time2	1996.3306010929	2787
1998.28767123288	1998.37123287671	1998.32876712329 1996.3306010929	time2	1998.32876712329	time2	1996.3306010929	2858
1998.37123287671	1998.45479452055	1998.41369863014 1996.3306010929	time2	1998.41369863014	time2	1996.3306010929	2929
1998.45479452055	1998.53835616438	1998.49589041096 1996.3306010929	time2	1998.49589041096	time2	1996.3306010929	3000
1998.53835616438	1998.62328767123	1998.58082191781 1996.3306010929	time2	1998.58082191781	time2	1996.3306010929	3071
1998.62328767123	1998.70684931507	1998.66575342466 1996.3306010929	time2	1998.66575342466	time2	1996.3306010929	3142
1998.70684931507	1998.7904109589	1998.74794520548 1996.3306010929	time2	1998.74794520548	time2	1996.3306010929	3213
1998.7904109589	1998.87397260274	1998.83287671233 1996.3306010929	time2	1998.83287671233	time2	1996.3306010929	3284
1998.87397260274	1998.95753424658	1998.91506849315 1996.3306010929	time2	1998.91506849315	time2	1996.3306010929	3355
1998.95753424658	1999.04246575342	1999 1996.3306010929	time2	1999	time2	1996.3306010929	3426
1999.04246575342	1999.12328767123	1999.08493150685 1996.3306010929	time2	1999.08493150685	time2	1996.3306010929	3497
1999.12328767123	1999.20410958904	1999.16164383562 1996.3306010929	time2	1999.16164383562	time2	1996.3306010929	3568
1999.20410958904	1999.28767123288	1999.24657534247 1996.3306010929	time2	1999.24657534247	time2	1996.3306010929	3639
1999.28767123288	1999.37123287671	1999.32876712329 1996.3306010929	time2	1999.32876712329	time2	1996.3306010929	3710
1999.37123287671	1999.45479452055	1999.41369863014 1996.3306010929	time2	1999.41369863014	time2	1996.3306010929	3781
1999.45479452055	1999.53835616438	1999.49589041096 1996.3306010929	time2	1999.49589041096	time2	1996.3306010929	3852
1999.53835616438	1999.62328767123	1999.58082191781 1996.3306010929	time2	1999.58082191781	time2	1996.3306010929	3923
1999.62328767123	1999.70684931507	1999.66575342466 1996.3306010929	time2	1999.66575342466	time2	1996.3306010929	3994
1999.70684931507	1999.7904109589	1999.74794520548 1996.3306010929	time2	1999.74794520548	time2	1996.3306010929	4065
1999.7904109589	1999.87397260274	1999.83287671233 1996.3306010929	time2	1999.83287671233	time2	1996.3306010929	4136
1999.87397260274	1999.95753424658	1999.91506849315 1996.3306010929	time2	1999.91506849315	time2	1996.3306010929	4207
1999.95753424658	2000.04234972678	2000 1996.3306010929	time2	2000	time2	1996.3306010929	4278
2000.04234972678	2000.12431693989	2000.08469945355 1996.3306010929	time2	2000.08469945355	time2	1996.3306010929	4349
2000.12431693989	2000.20628415301	2000.16393442623 1996.3306010929	time2	2000.16393442623	time2	1996.3306010929	4420
2000.20628415301	2000.28961748634	2000.24863387978 1996.3306010929	time2	2000.24863387978	time2	1996.3306010929	4491
2000.28961748634	2000.37295081967	2000.3306010929 1996.3306010929	time2	2000.3306010929	time2	1996.3306010929	4562
2000.37295081967	2000.45628415301	2000.41530054645 1996.3306010929	time2	2000.41530054645	time2	1996.3306010929	4633
2000.45628415301	2000.53961748634	2000.49726775956 1996.3306010929	time2	2000.49726775956	time2	1996.3306010929	4704
2000.53961748634	2000.62431693989	2000.58196721311 1996.3306010929	time2	2000.58196721312	time2	1996.3306010929	4775
2000.62431693989	2000.70765027322	2000.66666666667 1996.3306010929	time2	2000.66666666667	time2	1996.3306010929	4846
2000.70765027322	2000.79098360656	2000.74863387978 1996.3306010929	time2	2000.74863387978	time2	1996.3306010929	4917
2000.79098360656	2000.87431693989	2000.83333333333 1996.3306010929	time2	2000.83333333333	time2	1996.3306010929	4988
2000.87431693989	2000.95628415301	2000.91530054645 1996.3306010929	time2	2000.91530054645	time2	1996.3306010929	5059
1994.95753424658	1995.04246575342	1995 1996.41530054645	time2	1995	time2	1996.41530054645	18
1995.04246575342	1995.12328767123	1995.08493150685 1996.41530054645	time2	1995.08493150685	time2	1996.41530054645	89
1995.12328767123	1995.20410958904	1995.16164383562 1996.41530054645	time2	1995.16164383562	time2	1996.41530054645	160
1995.20410958904	1995.28767123288	1995.24657534247 1996.41530054645	time2	1995.24657534247	time2	1996.41530054645	231
1995.28767123288	1995.37123287671	1995.32876712329 1996.41530054645	time2	1995.32876712329	time2	1996.41530054645	302
1995.37123287671	1995.45479452055	1995.41369863014 1996.41530054645	time2	1995.41369863014	time2	1996.41530054645	373
1995.45479452055	1995.53835616438	1995.49589041096 1996.41530054645	time2	1995.49589041096	time2	1996.41530054645	444
1995.53835616438	1995.62328767123	1995.58082191781 1996.41530054645	time2	1995.58082191781	time2	1996.41530054645	515
1995.62328767123	1995.70684931507	1995.66575342466 1996.41530054645	time2	1995.66575342466	time2	1996.41530054645	586
1995.70684931507	1995.7904109589	1995.74794520548 1996.41530054645	time2	1995.74794520548	time2	1996.41530054645	657
1995.7904109589	1995.87397260274	1995.83287671233 1996.41530054645	time2	1995.83287671233	time2	1996.41530054645	728
1995.87397260274	1995.95753424658	1995.91506849315 1996.41530054645	time2	1995.91506849315	time2	1996.41530054645	799
1995.95753424658	1996.04234972678	1996 1996.41530054645	time2	1996	time2	1996.41530054645	870
